id130,title,rank,province,alt,modern,description,country,batlas,awmc,dare,darmc,hanson,orbis,PECS,pleiades,topostext,TTPlace,trismegistos,vici,wikidata,wikipedia:en,start,latlon,lon,lat
6175,Hadjar Ouâghef,9,Mauretania Caesariensis,,,"An ancient place, cited: BAtlas 29 D2 Hadjar Ouâghef",Algeria,29 D2,149270,27000,,,,,285449,,,,,,,-30,"34.980085,-1.361854",-1.361854,34.980085
6176,Haftavan tepe,9,,,,"One of the three largest settlement mounds located in the Urmia basin, Azerbaijan, that covers some fifty acres.",Iran,89 G2,142401,32763,31465,,,,874495,,,,20690,98564663,,-750,"38.167334653,44.7926921921",44.7926921921,38.167334653
6177,Hagenbach,9,Germania Superior,,Hagenbach,"An ancient place, cited: BAtlas 11 I3 Hagenbach",Germany,11 I3,163206,5587,22647,,,,109027,,,,,1335643,,-30,"49.020511,8.251658",8.251658,49.020511
6178,Haina,9,,,Haina,"An ancient place, cited: BAtlas 12 D2 Haina",Germany,12 D2,140451,5707,22649,,,,118723,,,,,107228788,,-330,"50.417389,10.537682",10.537682,50.417389
6179,Hajestan Qal'eh,9,,,,"An ancient place, cited: BAtlas 89 G1 Hajestan Qal'eh",Iran,89 G1,146584,32762,32891,,,,874494,,,,,,,-550,"39.518339,44.583547",44.583547,39.518339
6180,Hajji Firuz tepe,9,,,Hajji Firuz tepe,An archaeological site located in the West Azarbaijan province in northwestern Iran that was excavated between 1958 and 1968 by the University of Pennsylvania Museum of Archaeology and Anthropology.,Iran,89 H3,154471,32765,32855,,,,874497,,,,,933857,,-9000,"36.9946656,45.474282",45.474282,36.9946656
6181,Hala Sultan Tekke,9,Cyprus,,,"A major Late Bronze Age settlement occupied the site of Hala Sultan Tekke, which later became an important Sufi Islamic shrine associated with Umm Haram.",Cyprus,,,,,,,,790744210,,,,,1570185,,-2000,"34.88631925,33.60684135",33.60684135,34.88631925
6182,Halder,9,Germania Inferior,,,"An ancient place, cited: BAtlas 11 F1 Halder",Netherlands,11 F1,154846,17810,22655,,,,109028,,,,317,18275574,,-30,"51.649683,5.323284",5.323284,51.649683
6183,Hallstatt,9,Noricum,,,"An ancient place, cited: BAtlas 19 F2 Hallstatt",Austria,19 F2,150943,17976,22662,,,,187406,,,,,14544359,,-550,"47.557297,13.646956",13.646956,47.557297
6184,Hamamözü,9,Galatia et Cappadocia,,Hamamözü,"An ancient place, cited: BAtlas 86 F3 Hamamözü",Türkiye,86 F3,138750,27485,22667,,,,844941,,,,,2670691,,-30,"40.821015,34.927699",34.927699,40.821015
6185,Hammara,9,Syria,,Hammara,"An ancient place, cited: BAtlas 69 C2 Hammara",Lebanon,69 C2,135009,33310,22669,,,,678171,,,,,21576068,,-30,"33.673461,35.921018",35.921018,33.673461
6186,Hardham,9,Britannia,,Hardham,"An ancient place, cited: BAtlas 8 G4 Hardham",United Kingdom,8 G4,133467,25670,30300,,,,79501,,,,,102408378,,-30,"50.948553,-0.5249",-0.5249,50.948553
6187,Harmanli,9,Thracia,,Harmanli,"An ancient place, cited: BAtlas 51 F1 Harmanli",Bulgaria,51 F1,138971,32330,34050,,,,501429,,,,30131,10765786,,-30,"41.93033,25.902487",25.902487,41.93033
6188,Harmozike,9,,,,Harmozike was an ancient site in Georgia and the dwelling of the royalty of Caucasian Iberia. The site is located on the Bagineti hill in modern Mccheta. Pompeius Magnus captured the site in 65 BC.,Georgia,88 C3,150862,21799,32804,,,,863799,,,,,1280770,Armazi,-330,"41.833638,44.672277",44.672277,41.833638
6189,Harpham,9,Britannia,Harpham Roman Villa and Settlement,,"An extensive Roman courtyard complex and associated crossroads settlement in East Yorkshire, lying to the immediate north of the modern Harpham Grange and northwest of Burton Agnes.",United Kingdom,9 G6,140375,25894,,,,,89197,,,,,105786116,,-30,"54.039993,-0.337224",-0.337224,54.039993
6190,Hasanlar,9,Asia,,,"An ancient place, cited: BAtlas 62 B3 Hasanlar",Türkiye,62 B3,140980,30870,22677,,,,609399,,,,,10765941,,-30,"39.257153,29.181245",29.181245,39.257153
6191,Hasanlu tepe,9,,,,Hasanlu tepe was an ancient settlement located in the Gadar Valley that was occupied continuously from the sixth millennium BC to the third century AD.,Iran,89 H3,164875,32768,32854,,,,874502,,,,,250844,,-5000,"37.01235135,45.4619595",45.4619595,37.01235135
6192,Haskovo,9,Thracia,,,"An ancient place, cited: BAtlas 22 C7 Haskovo",Bulgaria,22 C7,137641,22661,34646,,,,216833,,,,,186254,Haskovo,-30,"41.933381,25.4546235",25.4546235,41.933381
6193,Hassan Khan Qal'eh,9,,,,"An ancient place, cited: BAtlas 89 G2 Hassan Khan Qal'eh",Iran,89 G2,144387,32769,32877,,,,874503,,,,,,,-550,"38.580316,44.871721",44.871721,38.580316
6194,Haţeg,9,Dacia,,,"An ancient place, cited: BAtlas 21 E4 Haţeg",Romania,21 E4,144549,33470,34647,,,,207166,,,,,837167,,-30,"45.607005,22.950196",22.950196,45.607005
6195,Hatteiyet Zakaran,9,,,,"An ancient place, cited: BAtlas 79 D4 Hatteiyet Zakaran",Egypt,79 D4,134617,30554,22681,,,,776180,,,,,,,-30,"24.756376,30.509094",30.509094,24.756376
6196,Hayıtlı,9,Asia,,Hayıtlı,"An ancient place, cited: BAtlas 61 G3 Hayıtlı",Türkiye,61 G3,147613,28960,,,,,599639,,,,,109393115,,-330,"37.043062,28.243344",28.243344,37.043062
6197,Hebran,9,Arabia Petraea,,Hebran,"An ancient place, cited: BAtlas 69 E4 Hebran",Syria,69 E4,162953,33312,28027,,,,678176,,,,,107922289,,-30,"32.605442,36.637005",36.637005,32.605442
6198,Heidelberg,9,Germania Superior,Roman Heidelberg,,A complex of Roman military structures were established and upgraded between the first and third centuries CE on the banks of the Neckar river in Germany where modern Heidelberg now stands.,Germany,12 B3,156884,2210,22685,,,,118731,,,,,1594006,,-30,"49.413509,8.681124",8.681124,49.413509
6199,Helmlingen,9,Germania Superior,,,"An ancient place, cited: BAtlas 11 H4 Helmlingen",Germany,11 H4,166585,17280,22699,,,,109040,,,,,17575562,,-30,"48.708676,7.966668",7.966668,48.708676
6200,Henchir Bourgou,9,Africa Proconsularis,,Henchir Bourgou,"An ancient place, cited: BAtlas 35 C1 Henchir Bourgou",Tunisia,35 C1,151553,30975,22703,,,,344390,,,,,3130225,,-550,"33.815256,10.958747",10.958747,33.815256
6201,Henchir el Khaway,9,Africa Proconsularis,,Guellala,"Henchir el Khaway is located on the southwest coast of the island of Djerba, in the northwest outskirts of modern Tunisian village of Guellala. The settlement here was founded at least as early as the fifth century BCE.",Tunisia,35 C1,165397,30974,22622,,,,344386,,,,,115284585,,-550,"33.73354,10.838071",10.838071,33.73354
6202,Henchir Hnich,9,Africa Proconsularis,,,"Discovered in 2013, this site in the modern Oued Ellouz sector of Tunisia lies 3.5km west of ancient Musti (modern Henchir Mest). Excavators interpret the site as a rural settlement of an imperial estate.",Tunisia,,,,,,,,546680198,,,,,,,-30,"36.3478400418,9.10115316148",9.10115316148,36.3478400418
6203,Henchir Sidi Rjijila,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 35 C1 Henchir Sidi Rjijila",Tunisia,35 C1,158256,30976,22704,,,,344404,,,,,,,-30,"33.147512,10.491646",10.491646,33.147512
6204,Henchir-Ain-ez-Zaouia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D4 Henchir-Ain-ez-Zaouia",Tunisia,32 D4,153428,28091,,,,,314972,,,,,,,-30,"36.408896,9.206123",9.206123,36.408896
6205,Henchir-Ain-Zeress,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Ain-Zeress",Tunisia,32 E4,152699,28092,,,,,314973,,,,48628,,,-30,"36.169565,9.922224",9.922224,36.169565
6206,Henchir-Ali-ben-Amara,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Ali-ben-Amara",Tunisia,32 E4,134347,28093,,,,,314974,,,,,,,-30,"36.157256,9.90359",9.90359,36.157256
6207,Henchir-Bab-Khaled,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F3 Henchir-Bab-Khaled",Tunisia,32 F3,161788,28094,,,,,314975,,,,,,,-30,"36.524832,10.068221",10.068221,36.524832
6208,Henchir-Ben-Kremis,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 H3 Henchir-Ben-Kremis",Tunisia,32 H3,141398,28095,,,,,314977,,,,,,,-30,"36.855008,11.015132",11.015132,36.855008
6209,Henchir-Bir-ben-Faiza,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Bir-ben-Faiza",Tunisia,32 D3,143437,28096,,,,,314978,,,,,,,-30,"36.523983,9.330991",9.330991,36.523983
6210,Henchir-Bou-Houia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D4 Henchir-Bou-Houia",Tunisia,32 D4,155413,28097,,,,,314979,,,,,,,-30,"36.28825,9.130574",9.130574,36.28825
6211,Henchir-Bou-Okkaz,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 F1 Henchir-Bou-Okkaz",Tunisia,33 F1,148524,32516,,,,,324718,,,,,,,-30,"35.895967,10.259887",10.259887,35.895967
6212,Henchir-Bou-Zitouna,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 G3 Henchir-Bou-Zitouna",Tunisia,32 G3,134348,28098,,,,,314980,,,,,,,-30,"36.795259,10.845206",10.845206,36.795259
6213,Henchir-Chaada,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-Chaada",Tunisia,32 F4,145665,28099,15045,,,,314981,,,,,,,-30,"36.459922,10.225027",10.225027,36.459922
6214,Henchir-Chelga,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Chelga",Tunisia,32 E3,142916,28100,15046,,,,314983,,,,,,,-30,"36.807753,9.519243",9.519243,36.807753
6215,Henchir-Chemmame,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Chemmame",Tunisia,32 E3,165365,28101,,,,,314984,,,,,,,-30,"36.499154,9.955787",9.955787,36.499154
6216,Henchir-Dehamine,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Dehamine",Tunisia,32 E3,157578,28102,,,,,314985,,,,,,,-30,"36.870445,9.542322",9.542322,36.870445
6217,Henchir-Djemal,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D1 Henchir-Djemal",Tunisia,33 D1,151849,32517,22707,,,,324719,,,,,,,-30,"35.847857,9.353593",9.353593,35.847857
6218,Henchir-Douamis-es-Slitnia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Douamis-es-Slitnia",Tunisia,32 D3,149532,28103,,,,,314986,,,,48441,,,-30,"36.857526,9.052069",9.052069,36.857526
6219,Henchir-ed-Dalia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 G3 Henchir-ed-Dalia",Tunisia,32 G3,152700,28104,,,,,314987,,,,,,,-30,"36.730195,10.770708",10.770708,36.730195
6220,Henchir-ed-Douamis,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-ed-Douamis",Tunisia,32 E4,165366,28105,,,,,314988,,,,,,,-30,"36.251731,9.70772",9.70772,36.251731
6221,Henchir-el-Abiod,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-el-Abiod",Tunisia,32 F4,149533,28106,,,,,314989,,,,,,,-30,"35.931554,10.316765",10.316765,35.931554
6222,Henchir-el-Baharine,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-el-Baharine",Tunisia,32 E3,149534,28107,,,,,314990,,,,,,,-30,"36.616011,9.568416",9.568416,36.616011
6223,Henchir-el-Faouara,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-el-Faouara",Tunisia,32 F4,137701,28108,,,,,314991,,,,,,,-30,"36.282537,10.313997",10.313997,36.282537
6224,Henchir-el-Gousset,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 C2 Henchir-el-Gousset",Tunisia,33 C2,138427,32518,,,,,324722,,,,,,,-30,"34.978771,8.599717",8.599717,34.978771
6225,Henchir-el-Guellal,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D3 Henchir-el-Guellal",Tunisia,33 D3,144278,32519,,,,,324723,,,,,,,-30,"34.704969,9.366159",9.366159,34.704969
6226,Henchir-el-Guellali,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 C2 Henchir-el-Guellali",Tunisia,33 C2,154342,32520,,,,,324724,,,,,,,-30,"35.150592,8.801766",8.801766,35.150592
6227,Henchir-el-Guenafid,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 F1 Henchir-el-Guenafid",Tunisia,33 F1,151850,32521,,,,,324725,,,,,,,-330,"35.90012,10.146985",10.146985,35.90012
6228,Henchir-el-Guiz,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 B2 Henchir-el-Guiz",Algeria,33 B2,150409,32522,,,,,324726,,,,,,,-30,"35.160626,8.228952",8.228952,35.160626
6229,Henchir-el-Hadid,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 B1 Henchir-el-Hadid",Algeria,33 B1,163395,32523,,,,,324727,,,,,,,-30,"35.78189,8.22968",8.22968,35.78189
6230,Henchir-el-Hammam,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D1 Henchir-el-Hammam",Tunisia,33 D1,139975,32524,,,,,324728,,,,,,,-30,"35.826429,9.300023",9.300023,35.826429
6231,Henchir-el-Kebir,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 C4 Henchir-el-Kebir",Tunisia,32 C4,155414,28109,,,,,314993,,,,,,,-30,"36.195927,8.806741",8.806741,36.195927
6232,Henchir-el-Kebir,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 G1 Henchir-el-Kebir",Tunisia,33 G1,133746,32525,,,,,324731,,,,,,,-30,"35.712017,10.725853",10.725853,35.712017
6233,Henchir-el-Kouskoussi,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 F1 Henchir-el-Kouskoussi",Tunisia,33 F1,166697,32526,,,,,324732,,,,,,,-30,"35.877946,10.204325",10.204325,35.877946
6234,Henchir-el-Oust,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D4 Henchir-el-Oust",Tunisia,32 D4,165238,28110,,,,,314995,,,,,,,-30,"36.276926,9.115684",9.115684,36.276926
6235,Henchir-en-Nechmaya,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 E1 Henchir-en-Nechmaya",Tunisia,33 E1,164753,32527,,,,,324735,,,,48569,,,-330,"35.932622,9.893012",9.893012,35.932622
6236,Henchir-er-Rayada,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D1 Henchir-er-Rayada",Tunisia,33 D1,148259,32528,,,,,324736,,,,,,,-330,"36.032262,9.302579",9.302579,36.032262
6237,Henchir-es-Snob,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 E1 Henchir-es-Snob",Tunisia,33 E1,146488,32529,,,,,324737,,,,,,,-30,"35.82573,9.725952",9.725952,35.82573
6238,Henchir-es-Srira,9,Africa Proconsularis,,Henchir-es-Srira,"An ancient place, cited: BAtlas 33 D2 Henchir-es-Srira",Tunisia,33 D2,139977,22420,,,,,324738,,,,,56476453,,-30,"35.437423,9.369095",9.369095,35.437423
6239,Henchir-et-Tfel,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 C4 Henchir-et-Tfel",Tunisia,33 C4,134894,32530,,,,,324739,,,,,,,-30,"34.444862,8.610719",8.610719,34.444862
6240,Henchir-ez-Zguidane,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-ez-Zguidane",Tunisia,32 F4,163852,28111,,,,,314997,,,,,,,-30,"36.134957,10.138711",10.138711,36.134957
6241,Henchir-Gabgab,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Gabgab",Tunisia,32 E3,155415,28112,15061,,,,314999,,,,,,,-30,"36.701581,9.740601",9.740601,36.701581
6242,Henchir-Ganndouza,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Ganndouza",Tunisia,32 D3,145667,28113,,,,,315000,,,,,,,-30,"36.928831,9.432687",9.432687,36.928831
6243,Henchir-Guennara,9,Africa Proconsularis,,Henchir-Guennara,"An ancient place, cited: BAtlas 32 E3 Henchir-Guennara",Tunisia,32 E3,133130,28114,,,,,315002,,,,,40888126,,-30,"36.632433,9.827868",9.827868,36.632433
6244,Henchir-Khemissa,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Khemissa",Tunisia,32 E3,141400,28115,,,,,315004,,,,48621,,,-30,"36.499852,9.936439",9.936439,36.499852
6245,Henchir-Ksar-el-Ahmar,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D3 Henchir-Ksar-el-Ahmar",Tunisia,33 D3,160659,32531,,,,,324742,,,,,,,-30,"34.596711,9.44507",9.44507,34.596711
6246,Henchir-Ksar-Ghazelli,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 C4 Henchir-Ksar-Ghazelli",Tunisia,32 C4,153430,28116,,,,,315005,,,,60120,,,-30,"36.383377,8.59501",8.59501,36.383377
6247,Henchir-Maherza,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 C1 Henchir-Maherza",Tunisia,33 C1,142909,32532,,,,,324743,,,,,,,-30,"35.623289,8.856952",8.856952,35.623289
6248,Henchir-Manndra-el-Kedima,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Manndra-el-Kedima",Tunisia,32 D3,134349,28117,,,,,315007,,,,,,,-30,"36.523959,9.284363",9.284363,36.523959
6249,Henchir-Mannsoura,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 E1 Henchir-Mannsoura",Tunisia,33 E1,162747,32533,,,,,324744,,,,,,,-30,"35.844669,9.535587",9.535587,35.844669
6250,Henchir-Mazrouai,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 E1 Henchir-Mazrouai",Tunisia,33 E1,160660,32534,,,,,324745,,,,48635,,,-30,"35.746053,9.810316",9.810316,35.746053
6251,Henchir-Menzel-Yahia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 H3 Henchir-Menzel-Yahia",Tunisia,32 H3,155416,28118,,,,,315008,,,,,,,-30,"36.781099,10.988878",10.988878,36.781099
6252,Henchir-Messaouer,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Messaouer",Tunisia,32 E4,152701,28119,,,,,315010,,,,48584,,,-30,"36.300619,9.507505",9.507505,36.300619
6253,Henchir-Mrhotta,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-Mrhotta",Tunisia,32 F4,152702,28120,,,,,315014,,,,,,,-30,"36.248783,9.997715",9.997715,36.248783
6254,Henchir-Negachia,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Negachia",Tunisia,32 D3,133131,28121,,,,,315015,,,,,,,-30,"36.8345,9.256019",9.256019,36.8345
6255,Henchir-Oued-Laya,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 F1 Henchir-Oued-Laya",Tunisia,33 F1,151851,32535,,,,,324746,,,,,,,-30,"35.778765,10.486337",10.486337,35.778765
6256,Henchir-Oulad-Slim,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 H2 Henchir-Oulad-Slim",Tunisia,33 H2,156354,32536,,,,,324747,,,,,,,-30,"35.166766,11.012786",11.012786,35.166766
6257,Henchir-Ouled-Ahmeda,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 A2 Henchir-Ouled-Ahmeda",Algeria,33 A2,136163,32537,,,,,324748,,,,60170,,,-30,"35.239232,7.961048",7.961048,35.239232
6258,Henchir-Oum-ech-Chellaligue,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Oum-ech-Chellaligue",Tunisia,32 E4,141401,28122,,,,,315016,,,,48627,,,-30,"36.210673,9.905834",9.905834,36.210673
6259,Henchir-Rhiria,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Henchir-Rhiria",Tunisia,32 D3,163853,28123,15075,,,,315017,,,,48608,,,-30,"36.716673,9.100011",9.100011,36.716673
6260,Henchir-Romana,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Romana",Tunisia,32 E4,145182,28124,15077,,,,315019,,,,,,,-30,"36.1573,9.540481",9.540481,36.1573
6261,Henchir-Semmech,9,Africa Proconsularis,,Henchir-Semmech,"An ancient place, cited: BAtlas 32 C4 Henchir-Semmech",Tunisia,32 C4,153431,28125,,,,,315020,,,,,49758186,,-30,"36.405098,8.961653",8.961653,36.405098
6262,Henchir-Serama,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D1 Henchir-Serama",Tunisia,33 D1,136049,32538,13579,,,,324749,,,,,,,-30,"36.017122,9.339792",9.339792,36.017122
6263,Henchir-Sidi-Abd-el-Azziz,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F4 Henchir-Sidi-Abd-el-Azziz",Tunisia,32 F4,133133,28126,,,,,315022,,,,,,,-30,"36.465074,10.048976",10.048976,36.465074
6264,Henchir-Sidi-Abd-el-Basset,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Sidi-Abd-el-Basset",Tunisia,32 E3,137702,28127,,,,,315023,,,,48275,,,-330,"36.875004,9.646291",9.646291,36.875004
6265,Henchir-Sidi-Abd-en-Nour,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Sidi-Abd-en-Nour",Tunisia,32 E4,157897,28128,,,,,315024,,,,,,,-30,"36.262771,9.572929",9.572929,36.262771
6266,Henchir-Sidi-Ahmed,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E3 Henchir-Sidi-Ahmed",Tunisia,32 E3,153432,28129,,,,,315025,,,,48617,,,-30,"36.745637,9.66769",9.66769,36.745637
6267,Henchir-Sidi-Amara,9,Africa Proconsularis,,Henchir-Sidi-Amara,"An ancient place, cited: BAtlas 32 E4 Henchir-Sidi-Amara",Tunisia,32 E4,139801,22096,,,,,315026,,,,,,,-30,"36.25941,9.5186",9.5186,36.25941
6268,Henchir-Sidi-Ameur,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Sidi-Ameur",Tunisia,32 E4,141402,28130,,,,,315027,,,,48622,,,-30,"36.460813,9.950543",9.950543,36.460813
6269,Henchir-Sidi-ben-Nour,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F3 Henchir-Sidi-ben-Nour",Tunisia,32 F3,159195,28131,,,,,315028,,,,,,,-30,"36.6181,10.313763",10.313763,36.6181
6270,Henchir-Sidi-Bou-Douib,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 F3 Henchir-Sidi-Bou-Douib",Tunisia,32 F3,157580,28132,,,,,315029,,,,,,,-30,"36.557671,10.479082",10.479082,36.557671
6271,Henchir-Sidi-Marchett,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 D1 Henchir-Sidi-Marchett",Tunisia,33 D1,166698,32539,,,,,324750,,,,,,,-30,"35.93949,9.47168",9.47168,35.93949
6272,Henchir-Snobbeur,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 E4 Henchir-Snobbeur",Tunisia,32 E4,134351,28133,,,,,315031,,,,48578,,,-30,"36.442544,9.690507",9.690507,36.442544
6273,Henchir-Souma-Rous-el-Aioun,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 B1 Henchir-Souma-Rous-el-Aioun",Algeria,33 B1,134895,32540,,,,,324751,,,,,,,-30,"35.526524,8.286231",8.286231,35.526524
6274,Henchir-Tamesmida,9,Africa Proconsularis,,,"An ancient place, cited: BAtlas 33 B2 Henchir-Tamesmida",Tunisia,33 B2,139978,32541,,,,,324752,,,,,,,-30,"35.099985,8.416616",8.416616,35.099985
